winery,country,provinces,min_price,max_price,mean_price,median_price,price_std_dev,min_score,max_score,mean_score,median_score,score_std_dev,designations,varieties,num_wines
Golden,{'US'},{'California'},40.0,40.0,40.0,40.0,0.0,86,89,87.0,86.0,1.7320508075688772,{'Coro Mendocino'},{'Red Blend'},3
Golden Cluster,{'US'},{'Oregon'},65.0,65.0,65.0,65.0,,88,88,88.0,88.0,,{'Ode to Chuck David Hill Vineyards Old Vine'},{'Sémillon'},1
Golden Ridge,{'US'},{'Washington'},24.0,29.0,28.0,29.0,2.23606797749979,87,90,88.6,89.0,1.1401754250991372,"{'Estate Red', 'Estate', 'Hunters Blend'}","{'Merlot', 'Bordeaux-style Red Blend'}",5
Goldeneye,{'US'},{'California'},55.0,120.0,85.03571428571429,82.0,14.740928517056638,91,98,93.07142857142857,93.0,1.783225779281518,"{'Ten Degrees Vineyard', 'Confluence Vineyard', 'Ten Degrees', 'Split Rail Vineyard', 'Gowan Creek Vineyard Estate Grown', 'Anderson Valley', 'Gowan Creek Vineyard', 'The Narrows Vineyard'}",{'Pinot Noir'},28
Goldschmidt,{'US'},{'California'},15.0,150.0,105.47368421052632,90.0,40.97881352473174,86,98,92.57894736842105,93.0,3.2543268543362083,"{'PLUS Vyborny Vineyard', 'Yoeman Vineyard', 'PLUS Game Ranch', 'Vyborny Vineyard Single Vineyard Selection', 'Plus Game Ranch Single Vineyard Selection', 'Plus Game Ranch', 'Game Ranch Single Vineyard Selection PLUS', 'Game Ranch', 'Plus Single Vineyard Selection Vyborny Vineyard', 'Game Ranch Single Vineyard Selection', 'Vyborny Vineyard Plus', 'Single Vineyard Selection Game Ranch', 'Crazy Creek Estate Fidelity'}","{'Cabernet Sauvignon', 'Bordeaux-style Red Blend'}",19
Goldwater,{'New Zealand'},{'Marlborough'},18.0,26.0,21.0,20.0,3.4641016151377544,85,88,86.75,87.0,1.2583057392117911,"{'Wairau Valley', 'Wairau', 'Dog Point'}","{'Pinot Noir', 'Sauvignon Blanc'}",4
Golser Wein,{'Austria'},{'Burgenland'},11.0,25.0,16.0,14.0,6.164414002968976,87,89,87.75,87.5,0.9574271077563381,"{'RW Limited Edition', 'Una'}","{'Grüner Veltliner', 'Austrian Red Blend', 'Riesling'}",4
Gomba,{'Italy'},{'Piedmont'},49.0,49.0,49.0,49.0,,88,88,88.0,88.0,,{'Sorì Boschetti'},{'Nebbiolo'},1
González Byass,{'Spain'},{'Andalucia'},18.0,114.0,38.2,30.0,20.095290235654037,86,94,91.03333333333333,91.0,1.8659070704090006,"{'Nectar Dulce', 'Fino Una Palma', 'Leonor Palo Cortado 12 Años', 'Noe Vinum Optimum Rare Signatum', 'Cristina Medium', 'Apostoles Palo Cortado Viejo', 'Cuatro Palmas Amontillado', 'Noe Viejo', 'Matusalem Vinum Optimum Rare Signatum', 'Cristina Oloroso Abacado', 'Finca Moncloa', 'Del Duque Amontillado Viejo 375 ml', 'Solera 1847 Cream', 'Alfonso Oloroso Seco', 'Fino Dos Palmas', 'Matusalem Oloroso Dulce Viejo 375 ml', 'Tio Pepe Fino En Rama', 'Del Duque Vinum Optimum Rare Signatum Amontillado', 'Viña AB Amontillado Seco', 'Apostoles Vinum Optimum Rare Signatum', 'Tio Pepe en Rama', 'Fino Tres Palmas', 'Tio Pepe Fino Muy Seco'}","{'Sherry', 'Pedro Ximénez', 'Cabernet Sauvignon-Syrah', 'Palomino'}",30
Good Harbor,{'US'},{'Michigan'},19.0,19.0,19.0,19.0,,84,84,84.0,84.0,,{'Dry'},{'Riesling'},1
Goodfellow,{'US'},{'Oregon'},22.0,45.0,37.92857142857143,39.0,5.993127932689441,88,92,90.57142857142857,91.0,1.5045717874984443,"{'Bishop Creek Vineyard', 'Clover Reserve', ""Richard's Cuvée Whistling Ridge Vineyard"", 'Whistling Ridge Vineyard', 'Durant Vineyard', ""Richard's Cuvée""}","{'Pinot Noir', 'Pinot Gris', 'Chardonnay'}",14
Goose Bay,{'New Zealand'},{'South Island'},19.0,22.0,21.25,22.0,1.5,85,89,88.0,89.0,2.0,"{'Kosher Reserve Fumé', 'Pinot Noir', 'Kosher'}","{'Rosé', 'Sauvignon Blanc'}",4
Goose Ridge,{'US'},{'Washington'},14.0,50.0,25.65,22.0,11.793285333076971,83,92,88.0,88.0,2.4494897427831797,"{'Estate Bottled', 'Sol Duc Goose Ridge Estate Vineyard', 'Cellar Select Artist Series Dan Ostergaard Estate Bottled', 'First Flight Estate Bottled', 'Estate', 'Vireo', 'Estate Bottled GRV', 'Rosé de', 'g3'}","{'Merlot', 'Cabernet Sauvignon', 'Meritage', 'Red Blend', 'Syrah', 'White Blend', 'Pinot Gris', 'Chardonnay'}",20
Goose Watch,{'US'},{'New York'},11.0,35.0,23.0,23.0,16.97056274847714,85,86,85.5,85.5,0.7071067811865476,"{'Rosé', 'Reserve'}","{'Cabernet Sauvignon', 'Cabernet Franc'}",2
Gordon Brothers,{'US'},{'Washington'},12.0,50.0,32.4,30.0,17.28583234906552,85,91,88.4,88.0,2.6076809620810586,"{""Katie's Vineyard"", 'Six', 'Tradition', 'Estate Grown'}","{'Sauvignon Blanc', 'Red Blend', 'Cabernet Sauvignon', 'Chardonnay'}",5
Gordon Estate,{'US'},{'Washington'},17.0,60.0,30.59090909090909,29.0,10.24769005752767,85,92,88.45454545454545,88.0,1.8446130766633353,"{'Block 3 Reserve', 'Rosé of', 'Reserve', 'Estate Grown Reserve', 'Estate Grown Late Harvest', 'Tradition', 'Six', 'Decadence', 'Reserve Estate Grown', 'Estate Grown Block 3', 'Estate Grown', 'Block 3'}","{'Petit Verdot', 'Merlot', 'Cabernet Sauvignon', 'Gewürztraminer', 'Malbec', 'Red Blend', 'Syrah', 'Tempranillo', 'Chardonnay'}",22
Gordonzello,{'Spain'},{'Northern Spain'},19.0,19.0,19.0,19.0,,86,86,86.0,86.0,,{'Peregrino Roble'},{'Prieto Picudo'},1
Goretti,{'Italy'},{'Central Italy'},37.0,45.0,41.0,41.0,5.656854249492381,91,92,91.5,91.5,0.7071067811865476,"{'Le Mura Saracene', ""L'Arringatore""}","{'Red Blend', 'Sagrantino'}",2
Gorgo,{'Italy'},{'Veneto'},13.0,23.0,16.0,14.0,4.760952285695232,85,89,86.5,86.0,1.7320508075688759,"{'Monte Maggiore', 'Rosa di Monte Torre', 'Podere Monte Maggiore'}","{'Moscato', 'Red Blend'}",4
Gorman,{'US'},{'Washington'},20.0,80.0,48.10769230769231,45.0,19.1630528923198,87,95,90.8923076923077,91.0,1.9374844912530655,"{'The F.O.G.', 'The Bully', 'The Albatross', 'The Pixie', 'Big Sissy', 'The Devil You Know', 'Behind the Black Curtain Reserve', ""The Devil You Don't Know"", ""Zachary's Ladder"", 'The Albatross Reserve', 'The Sleeping Giant Boushey Vineyard', 'The Evil Twin', 'Sleeping Giant Boushey Vineyard', 'The Big Sissy Conner Lee Vineyard', 'Black Curtain Reserve', 'The F.O.G', 'Big Sissy Conner Lee Vineyard', 'Old Scratch', 'The Big Sissy'}","{'Syrah-Cabernet Sauvignon', 'Cabernet Sauvignon', 'Cabernet Sauvignon-Syrah', 'Cabernet-Syrah', 'Gewürztraminer', 'Malbec', 'Syrah', 'G-S-M', 'Red Blend', 'Syrah-Cabernet', 'Cabernet Franc', 'Bordeaux-style Red Blend', 'Chardonnay'}",65
Gosalbez Orti,{'Spain'},{'Central Spain'},53.0,53.0,53.0,53.0,,88,88,88.0,88.0,,{'Qubél'},{'Red Blend'},1
Gosford,{'Australia'},{'Australia Other'},8.0,11.0,10.0,11.0,1.7320508075688772,85,87,86.0,86.0,1.0,{'Reserve'},{'Shiraz'},3
Gosset,{'France'},{'Champagne'},52.0,195.0,93.21428571428571,85.0,40.777404322696945,89,96,91.92857142857143,91.5,2.368520658531421,"{'Grand Blanc de Blancs Brut', 'Grand Millésime Brut', 'Celebris Vintage Extra Brut', 'Grand Brut Rosé', 'Grand Rosé Brut', 'Petite Douceur Rosé Extra Dry', 'Grande Réserve Brut', 'Cuvée 15 Brut'}","{'Champagne Blend', 'Chardonnay'}",14
Gotham,{'Australia'},{'South Australia'},11.0,15.0,12.333333333333334,11.0,2.3094010767585034,85,90,87.0,86.0,2.6457513110645907,"{'Wine Men of Gotham', 'Regional Vineyard Series'}","{'Shiraz', 'Cabernet Sauvignon', 'Shiraz-Grenache'}",3
Gothic,{'US'},{'Oregon'},24.0,24.0,24.0,24.0,,85,85,85.0,85.0,,{'Nevermore'},{'Pinot Noir'},1
Gotsa Family Wines,{'Georgia'},{'Georgia'},28.0,28.0,28.0,28.0,,84,84,84.0,84.0,,{'Dry Unfiltered'},{'Chinuri'},1
Gotín del Risc,{'Spain'},{'Northern Spain'},29.0,29.0,29.0,29.0,,91,91,91.0,91.0,,{'Essencia'},{'Mencía'},1
Gouguenheim Winery,{'Argentina'},{'Mendoza Province'},21.0,21.0,21.0,21.0,,90,90,90.0,90.0,,{'Blue Melosa'},{'Malbec'},1
Goulée,{'France'},{'Bordeaux'},43.0,43.0,43.0,43.0,0.0,89,89,89.0,89.0,0.0,"{""Goulée de Cos d'Estournel""}",{'Bordeaux-style Red Blend'},2
Goundrey,{'Australia'},{'Australia Other'},13.0,13.0,13.0,13.0,,85,85,85.0,85.0,,{'Shiraz-Grenache'},{'Red Blend'},1
Goutorbe-Bouillot,{'France'},{'Champagne'},40.0,58.0,46.6,43.0,7.162401831787993,87,91,88.6,88.0,1.5165750888103116,"{""Carte d'Or Brut"", 'Brut Blanc de Blancs', 'Brut Rosé', 'Louise B. Cuvée Prestige Brut'}","{'Champagne Blend', 'Chardonnay'}",5
Gracciano della Seta,{'Italy'},{'Tuscany'},32.0,33.0,32.333333333333336,32.0,0.5773502691896263,88,89,88.66666666666667,89.0,0.5773502691896247,{'Riserva'},{'Red Blend'},3
Grace Estate,{'US'},{'Virginia'},25.0,25.0,25.0,25.0,,83,83,83.0,83.0,,{'Estate Grown'},{'Cabernet Franc'},1
Graceland,{'South Africa'},{'Western Cape'},30.0,30.0,30.0,30.0,,86,86,86.0,86.0,,{'Strawberry Fields'},{'Shiraz-Cabernet Sauvignon'},1
Graci,{'Italy'},{'Sicily & Sardinia'},20.0,54.0,33.0,30.0,9.789450103725608,89,93,91.23076923076923,91.0,1.5358952955766096,"{'Arcurìa Rosso', 'Rosso', 'Quota 600', 'Rosato', 'Bianco', 'Arcurìa Bianco'}","{'Nerello Mascalese', 'White Blend'}",13
Gracia de Chile,{'Chile'},"{'Maipo Valley', 'Rapel Valley', 'Bío Bío Valley'}",11.0,15.0,12.25,12.0,1.4880476182856899,83,88,85.875,86.0,1.5526475085202978,"{'Reserva lo Mejor Illusión', 'Reserva', 'Reserva Lo Mejor Sereno', 'Reserve'}","{'Cabernet Sauvignon', 'Pinot Noir', 'Carmenère', 'Sauvignon Blanc', 'Chardonnay'}",8
Gracianna,{'US'},{'California'},28.0,64.0,46.13333333333333,44.0,10.350063261826447,81,90,86.4,87.0,2.772312083030025,"{'Arozza', 'Mercedes Riverblock', 'Bacigalupi Vneyard', ""Suzanne's Blend"", 'Bacigalupi Vineyard', 'Mercedes Riverblock Estate', 'Estate Mercedes Riverblock'}","{'Pinot Noir', 'Rosé', 'Zinfandel', 'Chardonnay'}",15
Gradis'ciutta,{'Italy'},{'Northeastern Italy'},20.0,24.0,22.0,22.0,2.0,89,90,89.66666666666667,90.0,0.5773502691896247,"{'Bratinis', 'Bràtinis'}",{'White Blend'},3
Graf Hardegg,{'Austria'},"{'Österreichischer Sekt', 'Niederösterreich'}",10.0,39.0,27.27777777777778,26.5,9.131751687868483,85,92,89.11111111111111,89.5,1.711170527785996,"{'Spätlese', 'Veltlinsky', 'Vom Schloss', 'Brut Rosé', 'Vom Schloss Reserve', 'Brut', 'Steinbügel Reserve', 'Extra Brut Burgundersekt', 'Steinbügel'}","{'Riesling', 'Sparkling Blend', 'Grüner Veltliner', 'Champagne Blend', 'Chardonnay'}",18
Graf von Schönborn,{'Germany'},{'Franken'},26.0,26.0,26.0,26.0,,91,91,91.0,91.0,,{'Alte Reben Dry'},{'Silvaner'},1
Grafen Neipperg,{'Germany'},{'Württemberg'},21.0,55.0,35.142857142857146,34.0,11.525127826994865,85,92,88.04761904761905,88.0,1.53219419383414,"{'Neipperger', 'Halbtrocken', 'Schwaigerner Ruthe Grosses Gewächs Trocken', 'Neipperger Schlossberg', 'Neipperger Trocken', 'Neipperger Schlossberg Auslese', 'Trocken', 'Neipperger Schlossberg Spätlese', 'Schwaigerner Ruthe'}","{'Riesling', 'Lemberger', 'Spätburgunder', 'Muskateller', 'Trollinger', 'Traminer'}",21
Graffigna,{'Argentina'},{'Other'},12.0,75.0,21.05263157894737,19.0,14.74401454530891,80,92,84.84210526315789,84.0,2.8139169595016056,"{'Centenario Elevation Reserve', 'Centenario Estate Bottled', 'Grand Reserve', 'Santiago Graffigna Limited Release', 'Centenario Reserve', 'Centenario', 'Santiago Limited Release'}","{'Cabernet Sauvignon', 'Malbec', 'Red Blend', 'Cabernet Sauvignon-Malbec', 'Pinot Grigio'}",19
Graham Beck,{'South Africa'},"{'Coastal Region', 'Western Cape', 'Paarl', 'Robertson', 'Stellenbosch'}",13.0,65.0,22.884615384615383,18.0,12.735232775499387,83,91,87.1923076923077,87.0,2.1357758453401576,"{'The Ridge', ""Gamekeeper's Reserve"", 'Brut Blanc de Blancs', 'The Joshua Barrel Selection', 'Gorgeous', 'The William', 'Bowed Head', 'Méthode Cap Classique Brut Rosé', 'Cuvée Clive', 'Premier Cuvée Blanc de Blancs Brut Méthode Cap Classique', 'Premier Cuvée Blanc de Blancs Brut', 'Brut Rosé', 'Brut Zero', 'Bliss Demi-Sec', 'Brut', 'The Game Reserve', 'Ad Honorem'}","{'Cabernet Sauvignon', 'Chenin Blanc', 'Sparkling Blend', 'Rosé', 'Shiraz', 'Red Blend', 'Syrah', 'Sauvignon Blanc', 'Pinotage', 'Champagne Blend', 'Chardonnay'}",26
Gramercy,{'US'},{'Washington'},22.0,95.0,53.60606060606061,50.0,20.00459227580538,88,98,92.84848484848484,93.0,1.839178011388717,"{""L'idiot du Village"", 'Reserve', 'Lagniappe', ""L'Idiot du Village"", 'Lower East', 'The Third Man Red', 'The Third Man', 'Forgotten Hills Vineyard', 'Inigo Montoya', 'Olsen Vineyard', 'The Deuce', 'Antoine Creek', 'John Lewis'}","{'Cabernet Sauvignon', 'Rhône-style Red Blend', 'Rosé', 'Syrah', 'Tempranillo', 'Viognier', 'Mourvèdre'}",33
Gramercy Vineyards,{'US'},{'New York'},49.0,49.0,49.0,49.0,,88,88,88.0,88.0,,{'Reserve'},{'Merlot'},1
Gramona,{'Spain'},{'Catalonia'},45.0,46.0,45.333333333333336,45.0,0.5773502691896247,91,92,91.33333333333333,91.0,0.5773502691896278,{'III Lustros Gran Reserva'},{'Sparkling Blend'},3
Gran Castillo Royal,{'Spain'},{'Central Spain'},15.0,20.0,17.5,17.5,3.5355339059327378,84,86,85.0,85.0,1.4142135623730951,"{'Crianza', 'Joven'}",{'Tempranillo'},2
Gran Passione,{'Italy'},{'Southern Italy'},13.0,13.0,13.0,13.0,,87,87,87.0,87.0,,{'Riserva'},{'Red Blend'},1
Gran Rigau,{'Spain'},{'Catalonia'},17.0,17.0,17.0,17.0,,85,85,85.0,85.0,,{'Brut Rosat'},{'Sparkling Blend'},1
Gran Verano,{'Chile'},{'Central Valley'},22.0,22.0,22.0,22.0,,80,80,80.0,80.0,,{'Gran Verano'},{'Cabernet Sauvignon'},1
Gran Vinaio,{'Spain'},{'Catalonia'},13.0,13.0,13.0,13.0,,88,88,88.0,88.0,,{'Red'},{'Grenache'},1
Granbazán,{'Spain'},{'Galicia'},18.0,22.0,19.5,19.0,1.6431676725154984,89,91,90.0,90.0,0.8944271909999166,"{'Etiqueta Ámbar', 'Etiqueta Verde', 'Etiqueta Ambar'}",{'Albariño'},6
Grand Bateau,{'France'},{'Bordeaux'},15.0,15.0,15.0,15.0,,87,87,87.0,87.0,,{'Sécret de Grand Bateau'},{'Merlot'},1
Grand Napa,{'US'},{'California'},50.0,50.0,50.0,50.0,,90,90,90.0,90.0,,{'Brut Cuvée'},{'Sparkling Blend'},1
Grand Rêve,{'US'},{'Washington'},45.0,45.0,45.0,45.0,0.0,91,92,91.5,91.5,0.7071067811865476,"{'Collaboration Series III Ciel du Cheval Vineyard Red Wine', 'Collaboration Series II Ciel du Cheval Vineyard Red Wine'}","{'Syrah', 'Rhône-style Red Blend'}",2
Grandes Vinos y Viñedos,{'Spain'},{'Northern Spain'},8.0,36.0,14.666666666666666,9.0,10.27205682982486,83,90,86.16666666666667,86.0,1.7494587907710408,"{'El Circo Volatinero', 'El Circo Acróbato', '3C', 'Anayón', 'Anayón de Corona de Aragón Barrica', 'El Circo Equilibrista', 'Corona de Aragón', 'El Circo Acróbata'}","{'Garnacha Blanca', 'Garnacha', 'Tempranillo', 'Red Blend', 'Carineña'}",12
Grandial,{'France'},{'France Other'},10.0,10.0,10.0,10.0,,84,84,84.0,84.0,,{'Blanc de Blancs'},{'Sparkling Blend'},1
Grandin,{'France'},"{'Loire Valley', 'France Other'}",10.0,17.0,13.25,13.0,3.304037933599835,83,85,84.0,84.0,0.816496580927726,"{'Rosé Dry', 'Brut Rosé Méthode Traditionelle', 'Brut'}",{'Sparkling Blend'},4
Grandmaster,{'US'},{'Washington'},14.0,14.0,14.0,14.0,,86,86,86.0,86.0,,{'Red'},{'Meritage'},1
Grands Amis Winery,{'US'},{'California'},15.0,25.0,20.0,20.0,5.0,84,88,86.33333333333333,87.0,2.081665999466131,"{'Mokelumne River', 'Private Reserve, Elk Vineyard, Borden Ranch', 'Old Vine'}","{'Petit Verdot', 'Zinfandel', 'Pinot Grigio'}",3
Granite Heights,{'US'},{'Virginia'},20.0,22.0,21.0,21.0,1.4142135623730951,86,87,86.5,86.5,0.7071067811865476,"{'Lomax Reserve', 'Lomax Reserve Red'}",{'Bordeaux-style Red Blend'},2
Grans-Fassian,{'Germany'},"{'Mosel', 'Mosel-Saar-Ruwer'}",25.0,317.0,102.75,34.5,142.9740652472795,84,94,88.75,88.5,4.272001872658765,"{'Trittenheimer Kabinett', 'Mineralschiefer Trocken', 'Trittenheimer Apotheke Beerenauslese', 'Dhron Hofberger Erstes Gewächs'}",{'Riesling'},4
Grant Burge,{'Australia'},{'South Australia'},11.0,28.0,17.0,15.0,5.830951894845301,84,92,87.0,87.0,2.7568097504180438,"{'Benchmark', 'Summers', 'Miamba', 'Barossa Vines'}","{'Shiraz', 'Chardonnay'}",6
GrapeHeart Vineyards,{'US'},{'California'},69.0,69.0,69.0,69.0,,85,85,85.0,85.0,,{'The Beat'},{'Red Blend'},1
Grassini,{'US'},{'California'},28.0,80.0,46.142857142857146,45.0,16.354699339217166,91,92,91.57142857142857,92.0,0.534522483824849,"{'Estate Grown Estate Bottled', 'Articondo', 'Equipo', 'Reserve'}","{'Red Blend', 'Cabernet Sauvignon', 'Sauvignon Blanc', 'Bordeaux-style Red Blend'}",7
Grasso,{'US'},{'California'},49.0,49.0,49.0,49.0,,85,85,85.0,85.0,,{'Olive Ridge Vineyard'},{'Cabernet Sauvignon'},1
Grasso Fratelli,{'Italy'},{'Piedmont'},70.0,70.0,70.0,70.0,,89,89,89.0,89.0,,{'Vallegrande'},{'Nebbiolo'},1
Gratallops,{'Spain'},{'Catalonia'},130.0,130.0,130.0,130.0,,89,89,89.0,89.0,,{'Partida Bellvisos'},{'Red Blend'},1
Gratavinum,{'Spain'},{'Catalonia'},43.0,43.0,43.0,43.0,,92,92,92.0,92.0,,{'2?R'},{'Red Blend'},1
Grati,{'Italy'},{'Tuscany'},17.0,61.0,30.0,21.0,20.816659994661325,87,89,88.0,88.0,0.816496580927726,"{'Villa di Vetrice', 'Grato Grati Vecchia Annata', 'Mondo', 'Villa di Vetrice Riserva'}","{'Red Blend', 'Canaiolo', 'Sangiovese'}",4
Gratia,{'Argentina'},{'Mendoza Province'},40.0,40.0,40.0,40.0,,92,92,92.0,92.0,,{'Raftacco Vineyards'},{'Malbec'},1
Gratien et Meyer,{'France'},{'Loire Valley'},15.0,15.0,15.0,15.0,,86,86,86.0,86.0,,{'Brut Rosé'},{'Cabernet Franc'},1
Graton Ridge,{'US'},{'California'},38.0,55.0,47.8,48.0,6.180614856144977,83,92,87.0,87.0,3.6742346141747686,"{'Estate Paul Family Vineyard', 'Bacigalupi Vineyards'}","{'Pinot Noir', 'Zinfandel'}",5
Grattamacco,{'Italy'},{'Tuscany'},38.0,85.0,60.166666666666664,62.5,20.701851769024593,88,92,89.66666666666667,89.0,1.5055453054181622,"{'Rosso', 'Bianco', ""L'Alberello""}","{'Red Blend', 'Vermentino'}",6
Gravel Bar,{'US'},{'Washington'},20.0,20.0,20.0,20.0,0.0,88,88,88.0,88.0,0.0,{'Alluvial'},{'Red Blend'},2
Graveyard,{'US'},{'California'},18.0,60.0,39.0,38.0,13.86442289539028,83,91,87.7,88.5,3.2335051500740732,"{'Mortal Zin', 'Reserve', 'Dark Phantom', 'MPC Estate', 'Paso Tombstone', 'Deliverance', 'Paso Tombstone Pink', 'Graveyard Vineyard Reserve'}","{'Cabernet Sauvignon', 'Petite Sirah', 'Rosé', 'Syrah', 'Red Blend', 'Zinfandel'}",10
Gravity Hills,{'US'},{'California'},12.0,12.0,12.0,12.0,,83,83,83.0,83.0,,{'The Sherpa'},{'Zinfandel'},1
Gravner,{'Italy'},{'Northeastern Italy'},80.0,120.0,112.5,120.0,16.046806535881213,92,94,93.0,93.0,0.6324555320336753,"{'Anfora', 'Amfora', 'Ribolla', 'Anfora Breg', 'Bianco Breg'}","{'White Blend', 'Ribolla Gialla'}",6
Gray Ghost,{'US'},{'Virginia'},24.0,50.0,31.555555555555557,28.0,8.171767114754175,84,87,85.22222222222223,85.0,0.9718253158075487,"{'Unfiltered', 'Reserve Barrel Fermented', 'Reserve', 'Adieu Late Harvest', 'Ranger Reserve'}","{'Cabernet Sauvignon', 'Vidal', 'Bordeaux-style Red Blend', 'Vidal Blanc', 'Chardonnay'}",9
Grayson,{'US'},{'California'},10.0,14.0,11.210526315789474,11.0,1.0841764600337105,82,88,84.73684210526316,85.0,1.7269789055894318,"{'Lot 6', 'Lot 11', 'Lot 12', 'Lot 5', 'Lot 10'}","{'Merlot', 'Cabernet Sauvignon', 'Pinot Noir', 'Zinfandel', 'Chardonnay'}",19
Graziano,{'US'},{'California'},15.0,40.0,22.444444444444443,19.0,8.14111649454654,86,92,88.88888888888889,88.0,1.8333333333333326,"{'Coro Mendocino', 'Reserve', 'Old Vine', 'Dry', 'Old Vine Kazmet Vineyard', 'Sweet Alexandra'}","{'Red Blend', 'Chenin Blanc', 'Carignane', 'Zinfandel'}",9
Graziano Merotto,{'Italy'},{'Veneto'},34.0,35.0,34.5,34.5,0.7071067811865476,91,93,92.0,92.0,1.4142135623730951,"{'Cuvée del Fondatore Rive Col San Martino', 'Cuvée del Fondatore Rive di Col San Martino Brut'}",{'Glera'},2
Great Western,{'US'},{'New York'},10.0,10.0,10.0,10.0,,81,81,81.0,81.0,,{'Brut'},{'Champagne Blend'},1
Greater Purpose,{'US'},{'California'},18.0,18.0,18.0,18.0,,87,87,87.0,87.0,,{'White Label'},{'Red Blend'},1
Greek Wine Cellars,{'Greece'},"{'Mavrodaphne of Patras', 'Mantinia'}",13.0,14.0,13.666666666666666,14.0,0.5773502691896258,85,86,85.66666666666667,86.0,0.5773502691896247,"{'Moscofilero', 'Sweet Red Wine'}","{'Moschofilero', 'Mavrodaphne'}",3
Green & Red,{'US'},{'California'},22.0,22.0,22.0,22.0,,89,89,89.0,89.0,,{'Chiles Mill Vineyard'},{'Zinfandel'},1
Green Path,{'Australia'},{'Australia Other'},13.0,13.0,13.0,13.0,,85,85,85.0,85.0,,{'Organic'},{'Shiraz'},1
Greenhill,{'US'},{'Virginia'},35.0,36.0,35.5,35.5,0.7071067811865476,84,87,85.5,85.5,2.1213203435596424,"{'Blanc de Blancs Méthode Champenoise', 'Philosophy'}","{'Red Blend', 'Sparkling Blend'}",2
Greenwood Ridge,{'US'},{'California'},12.0,50.0,28.73913043478261,27.0,8.812271357726873,84,93,87.73913043478261,87.0,2.136636934835759,"{'Hundred Point', 'Estate Bottled', 'Estate', 'Hundred Point, Estate Bottled', 'Scherrer Vineyards', 'Estate bottled', 'Late Harvest', 'Home Run Red', 'Mendovino Red Table Wine', 'HundredPoint', 'Scherrer Vineyard'}","{'Merlot', 'Cabernet Sauvignon', 'Riesling', 'Pinot Noir', 'Syrah', 'White Riesling', 'Red Blend', 'Zinfandel'}",23
Greg Norman Estates,{'Australia'},"{'South Australia', 'Australia Other'}",15.0,50.0,32.5,32.5,24.748737341529164,82,90,86.0,86.0,5.656854249492381,"{'Sparkling', 'Reserve'}","{'Shiraz', 'Champagne Blend'}",2
Gregoletto,{'Italy'},{'Veneto'},19.0,19.0,19.0,19.0,,87,87,87.0,87.0,,{'Extra Dry'},{'Glera'},1
Gregoriano,{'Spain'},{'Northern Spain'},21.0,21.0,21.0,21.0,,83,83,83.0,83.0,,{'Gran Gregoriano'},{'Garnacha'},1
Gregory Graham,{'US'},{'California'},20.0,38.0,29.428571428571427,30.0,6.7788185513687385,85,87,86.14285714285714,86.0,0.8997354108424352,"{'Sangiacomo Vineyard', 'Crimson Hill Vineyard Estate', 'Wedge Block'}","{'Syrah', 'Pinot Noir', 'Chardonnay'}",7
Gremillet,{'France'},{'Champagne'},37.0,59.0,45.125,44.0,6.770471602058878,86,91,88.75,88.5,1.6690459207925592,"{'Cuvée Evidence Brut', 'Sélection Brut', 'Brut Rosé', 'Blanc de Noirs Brut', 'Zero Dosage Brut Nature', 'Selection Brut'}","{'Pinot Noir', 'Champagne Blend', 'Chardonnay'}",8
Gresser,{'US'},{'Oregon'},18.0,32.0,24.166666666666668,22.5,6.585337247754792,82,88,85.83333333333333,86.0,2.0412414523193125,"{'Recumbent', 'Vineyard Select', 'Brut'}","{'Riesling', 'Sparkling Blend', 'Pinot Noir', 'Red Blend', 'Chardonnay'}",6
Grevino,{'US'},{'California'},40.0,75.0,59.0,55.0,15.572411502397436,87,93,89.2,88.0,2.3874672772626653,{'Estate Vineyards'},"{'Riesling', 'Pinot Noir', 'Syrah', 'Dolcetto', 'Chardonnay'}",5
Grey Stack,{'US'},{'California'},30.0,50.0,37.285714285714285,38.0,7.087883692477976,84,93,89.85714285714286,90.0,3.0783421635988533,"{'Four Brothers Vineyard', ""Dry Stack Vineyard Rosemary's Block"", 'Bennett Valley Cuvée', ""Rosemary's Block Dry Stack Vineyard""}","{'Pinot Noir', 'Chardonnay', 'Sauvignon Blanc'}",7
Grey Wolf Cellars,{'US'},{'California'},22.0,36.0,28.857142857142858,32.0,5.984105932344765,88,92,90.14285714285714,91.0,1.5735915849388868,"{'Sentinelle', 'Soulmate', 'Instinctual', 'Soul Mate', 'Predator'}","{'Rhône-style Red Blend', 'Grenache', 'Rosé', 'Syrah', 'Rhône-style White Blend'}",7
Grey's Peak,{'New Zealand'},"{'Waipara Valley', 'Waipara'}",25.0,27.0,26.0,26.0,1.4142135623730951,87,87,87.0,87.0,0.0,"{'Waipara', 'Barrel Fermented'}",{'Sauvignon Blanc'},2
Greyrock,{'New Zealand'},{'Marlborough'},18.0,19.0,18.5,18.5,0.7071067811865476,88,88,88.0,88.0,0.0,{'Reserve'},{'Sauvignon Blanc'},2
Greyscale,{'US'},{'California'},34.0,34.0,34.0,34.0,0.0,84,85,84.5,84.5,0.7071067811865476,"{'Cuvée Blanc Galleron Road Vineyard', 'Cuvée Blanc'}","{'White Blend', 'Sauvignon Blanc'}",2
